orderid,orderitemid,customerid,barcode,locale,total,deliverysuburb,deliverycity,country,discountcodeamount,created
4006040,11148368,3185677,25821536,NZ,51.96,Birkenhead,Auckland,New Zealand,0.00,1653556588
4006040,11148366,3185677,26045405,NZ,51.96,Birkenhead,Auckland,New Zealand,0.00,1653556588
4006040,11148367,3185677,26491769,NZ,51.96,Birkenhead,Auckland,New Zealand,0.00,1653556588
4006039,11148364,206963,26143170,NZ,111.98,Karori,Wellington,New Zealand,0.00,1653556587
4006039,11148365,206963,26645445,NZ,111.98,Karori,Wellington,New Zealand,0.00,1653556587
4006038,11148363,3913138,26652474,AU,38.94,Armidale,Armidale,Australia,0.00,1653556580
4006037,11148360,602292,25600698,NZ,147.00,Papatoetoe,Auckland,New Zealand,0.00,1653556578
4006037,11148361,602292,26156262,NZ,147.00,Papatoetoe,Auckland,New Zealand,0.00,1653556578
4006037,11148358,602292,26469669,NZ,147.00,Papatoetoe,Auckland,New Zealand,0.00,1653556578
4006037,11148359,602292,26550947,NZ,147.00,Papatoetoe,Auckland,New Zealand,0.00,1653556578
4006037,11148362,602292,26601410,NZ,147.00,Papatoetoe,Auckland,New Zealand,0.00,1653556578
4006036,11148355,2510362,26082974,NZ,114.35,St Heliers,Auckland,New Zealand,0.00,1653556577
4006036,11148353,2510362,26367477,NZ,114.35,St Heliers,Auckland,New Zealand,0.00,1653556577
4006036,11148357,2510362,26492711,NZ,114.35,St Heliers,Auckland,New Zealand,0.00,1653556577
4006036,11148354,2510362,26614915,NZ,114.35,St Heliers,Auckland,New Zealand,0.00,1653556577
4006036,11148356,2510362,26649269,NZ,114.35,St Heliers,Auckland,New Zealand,0.00,1653556577
4006035,11148351,3463114,26215983,AU,71.98,Helensburgh,NULL,Australia,0.00,1653556569
4006035,11148352,3463114,26730318,AU,71.98,Helensburgh,NULL,Australia,0.00,1653556569
4006034,11148350,3913648,26307916,AU,71.99,Rye,Rye,Australia,0.00,1653556562
4006033,11148348,3219277,25673005,NZ,195.00,Glendowie,Auckland,New Zealand,0.00,1653556561
4006033,11148346,3219277,25820621,NZ,195.00,Glendowie,Auckland,New Zealand,0.00,1653556561
4006033,11148347,3219277,26401362,NZ,195.00,Glendowie,Auckland,New Zealand,0.00,1653556561
4006033,11148345,3219277,26414553,NZ,195.00,Glendowie,Auckland,New Zealand,0.00,1653556561
4006033,11148349,3219277,26647814,NZ,195.00,Glendowie,Auckland,New Zealand,0.00,1653556561
4006032,11148344,2512018,26684895,AU,55.99,Carlingford,Bundoora,Australia,0.00,1653556559
4006031,11148342,3139957,26627151,AU,15.98,NULL,NULL,Australia,0.00,1653556553
4006031,11148343,3139957,26627281,AU,15.98,NULL,NULL,Australia,0.00,1653556553
4006030,11148336,2513704,26304786,NZ,163.94,Port Chalmers,Otago,New Zealand,0.00,1653556548
4006030,11148340,2513704,26412641,NZ,163.94,Port Chalmers,Otago,New Zealand,0.00,1653556548
4006030,11148339,2513704,26474144,NZ,163.94,Port Chalmers,Otago,New Zealand,0.00,1653556548
4006030,11148337,2513704,26493084,NZ,163.94,Port Chalmers,Otago,New Zealand,0.00,1653556548
4006030,11148341,2513704,26500959,NZ,163.94,Port Chalmers,Otago,New Zealand,0.00,1653556548
4006030,11148338,2513704,26544854,NZ,163.94,Port Chalmers,Otago,New Zealand,0.00,1653556548
4006029,11148335,3913657,26368856,AU,135.97,port pirie south,NULL,Australia,0.00,1653556536
4006029,11148334,3913657,26403649,AU,135.97,port pirie south,NULL,Australia,0.00,1653556536
4006029,11148333,3913657,26452340,AU,135.97,port pirie south,NULL,Australia,0.00,1653556536
4006028,11148332,1239111,26538709,NZ,38.93,Hokowhitu,Palmerston North,New Zealand,0.00,1653556528
4006028,11148331,1239111,26547527,NZ,38.93,Hokowhitu,Palmerston North,New Zealand,0.00,1653556528
4006027,11148325,3913656,26257778,AU,95.94,Kurrimine Beach,Kurrimine Beach,Australia,0.00,1653556525
4006027,11148326,3913656,26535104,AU,95.94,Kurrimine Beach,Kurrimine Beach,Australia,0.00,1653556525
4006027,11148327,3913656,26577890,AU,95.94,Kurrimine Beach,Kurrimine Beach,Australia,0.00,1653556525
4006027,11148330,3913656,26619996,AU,95.94,Kurrimine Beach,Kurrimine Beach,Australia,0.00,1653556525
4006027,11148329,3913656,26634838,AU,95.94,Kurrimine Beach,Kurrimine Beach,Australia,0.00,1653556525
4006027,11148328,3913656,26647746,AU,95.94,Kurrimine Beach,Kurrimine Beach,Australia,0.00,1653556525
4006026,11148323,3309065,25468434,AU,107.96,East Lindfield,East Lindfield,Australia,0.00,1653556507
4006026,11148324,3309065,26084602,AU,107.96,East Lindfield,East Lindfield,Australia,0.00,1653556507
4006026,11148322,3309065,26225975,AU,107.96,East Lindfield,East Lindfield,Australia,0.00,1653556507
4006026,11148321,3309065,26724249,AU,107.96,East Lindfield,East Lindfield,Australia,0.00,1653556507
4006025,11148319,3893294,26065922,AU,107.96,Burwood,Burwood,Australia,0.00,1653556506
4006025,11148318,3893294,26141466,AU,107.96,Burwood,Burwood,Australia,0.00,1653556506
4006025,11148317,3893294,26437330,AU,107.96,Burwood,Burwood,Australia,0.00,1653556506
4006025,11148320,3893294,26600369,AU,107.96,Burwood,Burwood,Australia,0.00,1653556506
4006024,11148314,2239416,26439747,AU,127.97,Marks Point,Marks Point,Australia,0.00,1653556488
4006024,11148315,2239416,26533759,AU,127.97,Marks Point,Marks Point,Australia,0.00,1653556488
4006024,11148316,2239416,26534992,AU,127.97,Marks Point,Marks Point,Australia,0.00,1653556488
4006023,11148312,3558418,26484518,AU,135.97,Chifley,Chifley,Australia,0.00,1653556483
4006023,11148311,3558418,26533766,AU,135.97,Chifley,Chifley,Australia,0.00,1653556483
4006023,11148313,3558418,26638652,AU,135.97,Chifley,Chifley,Australia,0.00,1653556483
4006022,11148310,3900037,26595238,AU,22.94,Wollongong,Wollongong,Australia,0.00,1653556465
4006021,11148309,533244,26020907,NZ,87.98,Mount Wellington,Auckland,New Zealand,0.00,1653556455
4006021,11148308,533244,26463278,NZ,87.98,Mount Wellington,Auckland,New Zealand,0.00,1653556455
4006020,11148304,3913647,26579306,NZ,115.96,Te Aro,Wellington,New Zealand,0.00,1653556454
4006020,11148307,3913647,26579603,NZ,115.96,Te Aro,Wellington,New Zealand,0.00,1653556454
4006020,11148305,3913647,26602950,NZ,115.96,Te Aro,Wellington,New Zealand,0.00,1653556454
4006020,11148306,3913647,26717005,NZ,115.96,Te Aro,Wellington,New Zealand,0.00,1653556454
4006019,11148303,851597,26399287,NZ,159.98,Hobsonville,Auckland,New Zealand,0.00,1653556451
4006019,11148302,851597,26451480,NZ,159.98,Hobsonville,Auckland,New Zealand,0.00,1653556451
4006018,11148300,756646,25912616,AU,27.98,NULL,NULL,Australia,0.00,1653556438
4006018,11148301,756646,26706184,AU,27.98,NULL,NULL,Australia,0.00,1653556438
4006017,11148298,3913652,26453088,AU,55.96,Cable Beach,Cable Beach,Australia,0.00,1653556429
4006017,11148299,3913652,26514697,AU,55.96,Cable Beach,Cable Beach,Australia,0.00,1653556429
4006017,11148297,3913652,26591018,AU,55.96,Cable Beach,Cable Beach,Australia,0.00,1653556429
4006017,11148296,3913652,26609829,AU,55.96,Cable Beach,Cable Beach,Australia,0.00,1653556429
4006016,11148295,565571,26414577,NZ,71.99,Mount Roskill,Auckland,New Zealand,0.00,1653556428
4006015,11148292,3786700,26342221,AU,111.97,Plympton Park,Plympton Park,Australia,0.00,1653556425
4006015,11148293,3786700,26490298,AU,111.97,Plympton Park,Plympton Park,Australia,0.00,1653556425
4006015,11148294,3786700,26497716,AU,111.97,Plympton Park,Plympton Park,Australia,0.00,1653556425
4006014,11148291,2551166,26408958,AU,47.99,Dee Why,Dee Why,Australia,0.00,1653556416
4006013,11148290,2222058,25843675,NZ,38.12,Ilam,Christchurch,New Zealand,0.00,1653556402
4006012,11148288,3459865,26342252,AU,95.97,Prahran,Prahran,Australia,0.00,1653556391
4006012,11148287,3459865,26342351,AU,95.97,Prahran,Prahran,Australia,0.00,1653556391
4006012,11148289,3459865,26560403,AU,95.97,Prahran,Prahran,Australia,0.00,1653556391
4006011,11148286,202965,26615936,NZ,79.98,Leamington,Cambridge,New Zealand,0.00,1653556388
4006011,11148285,202965,26629728,NZ,79.98,Leamington,Cambridge,New Zealand,0.00,1653556388
4006010,11148284,1590647,25686371,NZ,38.94,St Johns Hill,Whanganui,New Zealand,0.00,1653556372
4006009,11148283,3557046,26453439,AU,103.17,Port Lincoln,Port Lincoln,Australia,0.00,1653556363
4006009,11148282,3557046,26454894,AU,103.17,Port Lincoln,Port Lincoln,Australia,0.00,1653556363
4006009,11148281,3557046,26593555,AU,103.17,Port Lincoln,Port Lincoln,Australia,0.00,1653556363
4006008,11148280,2366000,25994254,AU,59.98,Northcote,Northcote,Australia,0.00,1653556356
4006008,11148279,2366000,26502250,AU,59.98,Northcote,Northcote,Australia,0.00,1653556356
4006006,11148253,1443925,26454979,NZ,54.94,Waihi,Waikato,New Zealand,0.00,1653556341
4006005,11148250,3733172,25936063,AU,79.96,Piara Waters,Piara Waters,Australia,0.00,1653556340
4006005,11148249,3733172,26430409,AU,79.96,Piara Waters,Piara Waters,Australia,0.00,1653556340
4006005,11148251,3733172,26492445,AU,79.96,Piara Waters,Piara Waters,Australia,0.00,1653556340
4006005,11148252,3733172,26631905,AU,79.96,Piara Waters,Piara Waters,Australia,0.00,1653556340
4006004,11148248,3913476,26434773,AU,143.96,Redbank Plains,Redbank Plains,Australia,0.00,1653556333
4006004,11148245,3913476,26490267,AU,143.96,Redbank Plains,Redbank Plains,Australia,0.00,1653556333
4006004,11148247,3913476,26615202,AU,143.96,Redbank Plains,Redbank Plains,Australia,0.00,1653556333
4006004,11148246,3913476,26630793,AU,143.96,Redbank Plains,Redbank Plains,Australia,0.00,1653556333
4006003,11148244,3337712,26583150,NZ,31.99,Mount Eden,Auckland,New Zealand,0.00,1653556326
4006002,11148243,1193281,26267128,AU,23.99,NULL,NULL,Australia,0.00,1653556323
4006001,11148241,1538508,26500607,AU,87.97,Cheltenham,Cheltenham,Australia,0.00,1653556307
4006001,11148242,1538508,26511337,AU,87.97,Cheltenham,Cheltenham,Australia,0.00,1653556307
4006001,11148240,1538508,26570051,AU,87.97,Cheltenham,Cheltenham,Australia,0.00,1653556307
4006000,11148239,3913651,25697209,US,135.07,NULL,Alameda,United States,0.00,1653556306
4006000,11148238,3913651,25979077,US,135.07,NULL,Alameda,United States,0.00,1653556306
4006000,11148237,3913651,26427942,US,135.07,NULL,Alameda,United States,0.00,1653556306
4005999,11148235,3046693,26058948,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148232,3046693,26083773,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148230,3046693,26492476,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148226,3046693,26502892,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148236,3046693,26503585,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148234,3046693,26506548,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148231,3046693,26547268,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148227,3046693,26616162,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148233,3046693,26629490,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148229,3046693,26629728,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005999,11148228,3046693,26650166,NZ,258.94,Favona,Auckland,New Zealand,0.00,1653556303
4005998,11148222,2601886,26380605,AU,87.96,EARLWOOD,NULL,Australia,0.00,1653556298
4005998,11148223,2601886,26477855,AU,87.96,EARLWOOD,NULL,Australia,0.00,1653556298
4005998,11148225,2601886,26534220,AU,87.96,EARLWOOD,NULL,Australia,0.00,1653556298
4005998,11148224,2601886,26581682,AU,87.96,EARLWOOD,NULL,Australia,0.00,1653556298
4005996,11148210,941834,26405810,AU,46.94,Toukley,Noraville,Australia,0.00,1653556283
4005995,11148209,1036616,26382678,NZ,63.99,Maraetai,Auckland,New Zealand,0.00,1653556276
4005994,11148208,2386447,26443317,AU,63.97,St Kilda East,St Kilda East,Australia,0.00,1653556270
4005994,11148207,2386447,26443324,AU,63.97,St Kilda East,St Kilda East,Australia,0.00,1653556270
4005994,11148206,2386447,26607337,AU,63.97,St Kilda East,St Kilda East,Australia,0.00,1653556270
4005993,11148205,3558467,26368832,NZ,71.98,Awapuni,Palmerston North,New Zealand,0.00,1653556257
4005993,11148204,3558467,26482620,NZ,71.98,Awapuni,Palmerston North,New Zealand,0.00,1653556257
4005992,11148203,949802,26500591,AU,59.97,bateau bay,central coast,Australia,0.00,1653556256
4005992,11148201,949802,26529219,AU,59.97,bateau bay,central coast,Australia,0.00,1653556256
4005992,11148202,949802,26701868,AU,59.97,bateau bay,central coast,Australia,0.00,1653556256
4005991,11148199,2173890,26377131,NZ,63.98,Mount Maunganui,Bay of Plenty,New Zealand,0.00,1653556255
4005991,11148200,2173890,26649443,NZ,63.98,Mount Maunganui,Bay of Plenty,New Zealand,0.00,1653556255
4005990,11148197,113322,25964547,NZ,95.97,Dunedin,Dunedin,New Zealand,0.00,1653556248
4005990,11148198,113322,26583303,NZ,95.97,Dunedin,Dunedin,New Zealand,0.00,1653556248
4005990,11148196,113322,26657462,NZ,95.97,Dunedin,Dunedin,New Zealand,0.00,1653556248
4005989,11148195,295245,26517278,NZ,55.98,West Harbour,Auckland,New Zealand,0.00,1653556247
4005989,11148194,295245,26614830,NZ,55.98,West Harbour,Auckland,New Zealand,0.00,1653556247
4005988,11148193,1021620,26609171,NZ,79.98,Kuripuni,Masterton,New Zealand,0.00,1653556237
4005988,11148192,1021620,26649375,NZ,79.98,Kuripuni,Masterton,New Zealand,0.00,1653556237
4005987,11148191,3223159,26692432,AU,38.94,Wodonga,Wodonga,Australia,0.00,1653556226
4005986,11148189,476699,26167268,NZ,111.97,Tamatea,Napier,New Zealand,0.00,1653556219
4005986,11148188,476699,26427393,NZ,111.97,Tamatea,Napier,New Zealand,0.00,1653556219
4005986,11148190,476699,26560588,NZ,111.97,Tamatea,Napier,New Zealand,0.00,1653556219
4005985,11148186,1346472,26128832,AU,147.94,AUBURN,Auburn,Australia,0.00,1653556169
4005985,11148187,1346472,26332956,AU,147.94,AUBURN,Auburn,Australia,0.00,1653556169
4005985,11148182,1346472,26367484,AU,147.94,AUBURN,Auburn,Australia,0.00,1653556169
4005985,11148185,1346472,26409986,AU,147.94,AUBURN,Auburn,Australia,0.00,1653556169
4005985,11148183,1346472,26543475,AU,147.94,AUBURN,Auburn,Australia,0.00,1653556169
4005985,11148184,1346472,26544021,AU,147.94,AUBURN,Auburn,Australia,0.00,1653556169
4005984,11148181,3796178,26624792,NZ,47.99,NULL,NULL,New Zealand,0.00,1653556162
4005983,11148178,1007730,26467191,NZ,143.97,Lyall Bay,Wellington,New Zealand,0.00,1653556154
4005983,11148180,1007730,26568386,NZ,143.97,Lyall Bay,Wellington,New Zealand,0.00,1653556154
4005983,11148179,1007730,26647685,NZ,143.97,Lyall Bay,Wellington,New Zealand,0.00,1653556154
4005982,11148177,516717,26020891,NZ,95.98,Papamoa Beach,Papamoa,New Zealand,0.00,1653556151
4005982,11148176,516717,26387024,NZ,95.98,Papamoa Beach,Papamoa,New Zealand,0.00,1653556151
4005981,11148175,2279655,26609423,NZ,55.99,NULL,NULL,New Zealand,0.00,1653556147
4005980,11148172,1289810,26442518,NZ,85.56,Abbotsford,Dunedin,New Zealand,0.00,1653556141
4005980,11148171,1289810,26469850,NZ,85.56,Abbotsford,Dunedin,New Zealand,0.00,1653556141
4005980,11148173,1289810,26491097,NZ,85.56,Abbotsford,Dunedin,New Zealand,0.00,1653556141
4005980,11148174,1289810,26560915,NZ,85.56,Abbotsford,Dunedin,New Zealand,0.00,1653556141
4005979,11148168,2766180,25956566,NZ,71.95,Whataupoko,Gisborne,New Zealand,0.00,1653556136
4005979,11148169,2766180,26113364,NZ,71.95,Whataupoko,Gisborne,New Zealand,0.00,1653556136
4005979,11148167,2766180,26334004,NZ,71.95,Whataupoko,Gisborne,New Zealand,0.00,1653556136
4005979,11148170,2766180,26438214,NZ,71.95,Whataupoko,Gisborne,New Zealand,0.00,1653556136
4005979,11148166,2766180,26537788,NZ,71.95,Whataupoko,Gisborne,New Zealand,0.00,1653556136
4005978,11148164,3913644,26318950,NZ,63.98,Dunedin North,Dunedin,New Zealand,0.00,1653556135
4005978,11148165,3913644,26319254,NZ,63.98,Dunedin North,Dunedin,New Zealand,0.00,1653556135
4005977,11148158,2798713,26155340,NZ,67.96,Wiri,Auckland,New Zealand,0.00,1653556130
4005977,11148154,2798713,26165264,NZ,67.96,Wiri,Auckland,New Zealand,0.00,1653556130
4005977,11148160,2798713,26286570,NZ,67.96,Wiri,Auckland,New Zealand,0.00,1653556130
4005977,11148156,2798713,26618753,NZ,67.96,Wiri,Auckland,New Zealand,0.00,1653556130
4005976,11148150,3117001,25821529,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148162,3117001,26020891,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148159,3117001,26365169,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148153,3117001,26402840,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148152,3117001,26455266,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148151,3117001,26463667,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148157,3117001,26472966,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148155,3117001,26473536,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148161,3117001,26497754,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148149,3117001,26585925,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005976,11148163,3117001,26673271,AU,339.89,Goodwood,Goodwood,Australia,0.00,1653556130
4005975,11148147,1580142,26541068,NZ,66.38,Auckland,Auckland,New Zealand,0.00,1653556129
4005975,11148148,1580142,26568386,NZ,66.38,Auckland,Auckland,New Zealand,0.00,1653556129
4005974,11148145,396825,26559087,NZ,95.98,Westmere,Auckland,New Zealand,0.00,1653556122
4005974,11148146,396825,26703916,NZ,95.98,Westmere,Auckland,New Zealand,0.00,1653556122
4005972,11148139,2731411,26023663,NZ,47.98,NULL,NULL,New Zealand,0.00,1653556099
4005972,11148138,2731411,26558585,NZ,47.98,NULL,NULL,New Zealand,0.00,1653556099
4005971,11148137,2419141,26703923,NZ,55.99,NULL,NULL,New Zealand,0.00,1653556091
4005970,11148136,411778,26370835,NZ,31.99,Belleknowes,Dunedin,New Zealand,0.00,1653556087
4005969,11148132,2191389,26392486,NZ,207.94,Pahurehure,Auckland,New Zealand,0.00,1653556066
4005969,11148134,2191389,26443379,NZ,207.94,Pahurehure,Auckland,New Zealand,0.00,1653556066
4005969,11148133,2191389,26481791,NZ,207.94,Pahurehure,Auckland,New Zealand,0.00,1653556066
4005969,11148130,2191389,26559155,NZ,207.94,Pahurehure,Auckland,New Zealand,0.00,1653556066
4005969,11148131,2191389,26687278,NZ,207.94,Pahurehure,Auckland,New Zealand,0.00,1653556066
4005969,11148135,2191389,26696669,NZ,207.94,Pahurehure,Auckland,New Zealand,0.00,1653556066
4005968,11148128,2783679,26405803,NZ,103.96,Tatuanui,Waikato,New Zealand,0.00,1653556066
4005968,11148126,2783679,26430393,NZ,103.96,Tatuanui,Waikato,New Zealand,0.00,1653556066
4005968,11148129,2783679,26500584,NZ,103.96,Tatuanui,Waikato,New Zealand,0.00,1653556066
4005968,11148127,2783679,26550527,NZ,103.96,Tatuanui,Waikato,New Zealand,0.00,1653556066
4005967,11148123,2964960,25691351,AU,159.92,Pennant Hills,Pennant Hills,Australia,0.00,1653556051
4005967,11148125,2964960,26363189,AU,159.92,Pennant Hills,Pennant Hills,Australia,0.00,1653556051
4005967,11148120,2964960,26410036,AU,159.92,Pennant Hills,Pennant Hills,Australia,0.00,1653556051
4005967,11148122,2964960,26443317,AU,159.92,Pennant Hills,Pennant Hills,Australia,0.00,1653556051
4005967,11148121,2964960,26509679,AU,159.92,Pennant Hills,Pennant Hills,Australia,0.00,1653556051
4005967,11148118,2964960,26598857,AU,159.92,Pennant Hills,Pennant Hills,Australia,0.00,1653556051
4005967,11148119,2964960,26637785,AU,159.92,Pennant Hills,Pennant Hills,Australia,0.00,1653556051
4005967,11148124,2964960,26664156,AU,159.92,Pennant Hills,Pennant Hills,Australia,0.00,1653556051
4005966,11148116,3913642,26643878,NZ,63.98,Hamilton Central,Hamilton,New Zealand,0.00,1653556051
4005966,11148117,3913642,26644165,NZ,63.98,Hamilton Central,Hamilton,New Zealand,0.00,1653556051
4005965,11148115,1065535,26601397,NZ,87.98,Richmond,Nelson,New Zealand,0.00,1653556049
4005965,11148114,1065535,26715179,NZ,87.98,Richmond,Nelson,New Zealand,0.00,1653556049
4005964,11148113,577995,25691351,AU,54.94,Orange,Orange,Australia,0.00,1653556046
4005963,11148112,394294,26525051,NZ,7.99,NULL,NULL,New Zealand,0.00,1653556044
4005962,11148111,1243298,26647692,NZ,54.94,North Dunedin,Dunedin,New Zealand,0.00,1653556044
4005961,11148110,190548,26372709,NZ,71.99,Birkenhead,Auckland,New Zealand,0.00,1653556039
4005960,11148109,1230172,26150406,NZ,38.94,Glenholme,Rotorua,New Zealand,0.00,1653556034
4005958,11148099,350329,25690132,AU,38.93,Diamond Creek,Victoria,Australia,0.00,1653556020
4005957,11148098,3313881,26654546,NZ,55.99,NULL,NULL,New Zealand,0.00,1653556004
4005956,11148095,3909849,26152622,NZ,63.97,Orewa,Auckland,New Zealand,0.00,1653555964
4005956,11148097,3909849,26383101,NZ,63.97,Orewa,Auckland,New Zealand,0.00,1653555964
4005956,11148096,3909849,26386010,NZ,63.97,Orewa,Auckland,New Zealand,0.00,1653555964
4005955,11148093,2535263,26318448,NZ,95.97,Karori,Wellington,New Zealand,0.00,1653555955
4005955,11148094,2535263,26543338,NZ,95.97,Karori,Wellington,New Zealand,0.00,1653555955
4005954,11148092,1364630,26318646,NZ,63.98,Remuera,Auckland,New Zealand,0.00,1653555939
4005954,11148091,1364630,26318691,NZ,63.98,Remuera,Auckland,New Zealand,0.00,1653555939
4005953,11148088,68554,26508597,NZ,79.97,Tauranga,Bay of Plenty,New Zealand,0.00,1653555938
4005953,11148089,68554,26568225,NZ,79.97,Tauranga,Bay of Plenty,New Zealand,0.00,1653555938
4005953,11148090,68554,26568300,NZ,79.97,Tauranga,Bay of Plenty,New Zealand,0.00,1653555938
4005952,11148086,257086,26318462,NZ,63.98,Mornington,Dunedin,New Zealand,0.00,1653555919
4005952,11148087,257086,26318950,NZ,63.98,Mornington,Dunedin,New Zealand,0.00,1653555919
4005951,11148085,3913640,26405810,AU,46.94,Sale,Sale,Australia,0.00,1653555907
4005950,11148084,1035838,25979084,AU,47.99,Shortland,Shortland,Australia,0.00,1653555893
4005949,11148083,3913638,26367651,AU,30.94,Tingalpa,Tingalpa,Australia,0.00,1653555889
4005948,11148082,1685003,26442464,AU,33.98,Mount Gambier,Mount Gambier,Australia,0.00,1653555887
4005947,11148080,985462,26372464,AU,91.98,Warrnambool,Warrnambool,Australia,0.00,1653555886
4005947,11148081,985462,26576121,AU,91.98,Warrnambool,Warrnambool,Australia,0.00,1653555886
4005946,11148079,3650434,26466781,NZ,31.99,Takaro,Palmerston North,New Zealand,0.00,1653555884
4005945,11148078,2856913,26472980,AU,95.97,Dalkeith,Dalkeith,Australia,0.00,1653555874
4005945,11148077,2856913,26626369,AU,95.97,Dalkeith,Dalkeith,Australia,0.00,1653555874
4005945,11148076,2856913,26691411,AU,95.97,Dalkeith,Dalkeith,Australia,0.00,1653555874
4005944,11148075,1178714,26369266,NZ,127.95,Wainuiomata,Lower Hutt,New Zealand,0.00,1653555860
4005944,11148073,1178714,26649252,NZ,127.95,Wainuiomata,Lower Hutt,New Zealand,0.00,1653555860
4005944,11148074,1178714,26649313,NZ,127.95,Wainuiomata,Lower Hutt,New Zealand,0.00,1653555860
4005944,11148072,1178714,26727011,NZ,127.95,Wainuiomata,Lower Hutt,New Zealand,0.00,1653555860
