barcode,description,extdescription,department,prodgroup,category,season,colour,size,url
25516371,Check Carpenter Pant,"These tailored pants feature a mid-rise fit, straight leg fit, side pockets, belt loops and a check print.",Pants,Pants Woven,Pants Woven,WINTER 2020,NEUTRAL CHECK,12,https://www.glassons.com/content/products/eve-carpenter-pant-neutral-check-front-pw46286chk.jpg?width=200
25584745,Cropped Polo Jumper,"A lightweight cotton top featuring a cropped fit, raglan sleeves and button through collar detail.",Knit Tops,Tops Longsleeve,Tops Longsleeve,WINTER 2020,PALE GREY MARLE,XS,https://www.glassons.com/content/products/calli-cropped-polo-pale-grey-marle-front-tl42542pln.jpg?width=200
25514971,Halter Neck Crop Top,"This top features a halter style neck & tie detail, cropped length with a tie back and multi-coloured cotton material.",Knit Tops,Tops Sleeveless,Tops Sleeveless,SUMMER 2021,BLACK/WHITE TIP,M,https://www.glassons.com/content/products/hudson-halter-neck-crop-top-blackwhite-tip-front-tv47093cot.jpg?width=200
25504064,Ripped Wide Leg Jean,"These jeans feature a high-rise fit, wide leg, with knee rip detail and front and back pockets.",Pants,Jeans Denim,Jeans Denim,WINTER 2020,VENICE VINTAGE WASH,8,https://www.glassons.com/content/products/beadie-wide-leg-crop-jean-venice-vintage-wash-front-jd41279kr.jpg?width=200
25520842,Seamless Ribbed One Shoulder Top,This one shoulder top features a cropped length and seamless ribbed material.,Knit Tops,Tops Longsleeve,Tops Longsleeve,WINTER 2020,BLACK,XS/S,https://www.glassons.com/content/products/ohjay-one-shoulder-longsleeve-bleu-berry-front-tl46493sea.jpg?width=200
25535181,Acid Wash Straight Leg Jean,"This pair of jeans features an acid wash, high-rise waist, straight leg and raw edge hem detailing. Inside leg length = 71.5cm.",Pants,Jeans Denim,Jeans Denim,SUMMER 2020,IMPEACHED ACID,12,https://www.glassons.com/content/products/kelsey-super-high-straight-leg-jean-impeached-acid-front-jd43761acd.jpg?width=200
25474275,Backless Knit Dress,"This knit dress features a scoop neckline, wide rib knit material and cut-out back detail.",Dresses,Dresses Knitwear,Dresses Knitwear,WINTER 2020,BLACK,S,https://www.glassons.com/content/products/brida-backless-knit-dress-milk-front-kd46087knt.jpg?width=200
25499339,Muslin Tie Front Top,"This top features a cropped length, short puff sleeves, a tie front and 100% muslin cotton material.",Blouses,Blouse Shortsleeve,Blouse Shortsleeve,WINTER 2020,JUST MARRIED,10,https://www.glassons.com/content/products/co-alfresco-muslin-tie-blouse-just-married-front-bs46540mus.jpg?width=200
25580389,Cotton Sweat Shorts,A relaxed fit short in a cotton blend fabric with an elasticated waistband.,Shorts,Shorts Woven,Shorts Woven,SUMMER 2020,PALE GREY MARLE,S,https://www.glassons.com/content/products/co-mina-mini-short-milk-front-sw47197cot.jpg?width=200
25564501,Diamante Baby Crop Tee,"A baby crop tee with a crew neckline, diamante detail, short sleeves and cotton blend material.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,WINTER 2020,BLUE BUTTERFLY,XS,https://www.glassons.com/content/products/blaze-baby-crop-tee-blue-butterfly-front-ts46985dia.jpg?width=200
25536430,Split Tone Straight Leg Jean,"These jeans feature a high-waist fit and straight leg, split-tone coloured panels and frayed hem detail.",Pants,Jeans Denim,Jeans Denim,SUMMER 2020,SPLIT TONE,12,https://www.glassons.com/content/products/suko-straight-leg-jean-split-tone-front-jd46463spl.jpg?width=200
25524628,Crossover Square Toe Sandal,"This sandal features a padded cross over strap, square toe and 100% matte faux leather.",Accessories,Shoes,Flats,SUMMER 2020,BLACK,8,https://www.glassons.com/content/products/casette-crossover-square-toe-sandal-black-front-sh46809pu.jpg?width=200
25561982,Scoop Neck Rib Longsleeve Top,"This top features a cropped length, mini rib fabric and a scoop neckline.",Knit Tops,Tops Longsleeve,Tops Longsleeve,WINTER 2020,BLACK/WHITE,S,https://www.glassons.com/content/products/tilly-tip-top-blackwhite-front-tl47275tip.jpg?width=200
25474398,Floral Puff Sleeve Midi Dress,"This midi dress is made from 100% LENZING™ ECOVERO™ Viscose Rayon and features a bright floral print, puff sleeves and tiered detailing. 
 
 We love our Traceable Viscose Rayon. Our certified Viscose fibres are branded Eco-Vero and derived from renewable wood sources using an eco-responsible production process. Eco-Vero fibres have been certified one of the most sustainable viscose on the market. Eco-Vero Lenzing fibres are traceable back to FSC Forest stewardship council - sustainably managed forests.",Dresses,Dresses Long,Dresses Long,WINTER 2020,CHERRY DITSY,16,https://www.glassons.com/content/products/t-polly-puff-sleeve-cherry-ditsy-front-dl46790tchr.jpg?width=200
25525762,Linen Blend Puff Sleeve Dress,"This mini dress features statement puff sleeves, linen blend material, back button fastening and a round neckline.",Dresses,Dresses Short,Dresses Short,WINTER 2020,JUST MARRIED/MILK,16,https://www.glassons.com/content/products/petra-puff-sleeve-dress-milk-front-ds46325lv.jpg?width=200
25537918,Linen Blend Micro Mini Skirt,This super mini skirt sits low on the hips features a linen blend material with a marbled print and side zip fastening.,Skirts,Skirts,Skirts Short,SUMMER 2021,MARBLED PINK,6,https://www.glassons.com/content/products/piper-hyper-mini-skirt-marbled-pink-front-ss47443mbl.jpg?width=200
25602012,Chunky Hoop Earrings,A chunky hoop style earring in a gold and silver finish.,Accessories,Jewellery,Jewellery,NULL,GOLD,OS,https://www.glassons.com/content/products/chunky-hoop-earrings-silver-front-je47746ear.jpg?width=200
25495584,Sporty Crop Top,This crop top features an elasticated waistband and scoop neckline.,Knit Tops,Tops Sleeveless,Tops Sleeveless,WINTER 2020,GREY MARLE,XS,https://www.glassons.com/content/products/co-covie-elasticated-crop-black-front-tv46698cot.jpg?width=200
25540871,Tie Dye Drawstring Sweat Short,"These shorts feature raw edge hemline, drawstring waistband and tie dye printed material.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2020,GREEN/BLUE,M,https://www.glassons.com/content/products/co-covie-jersey-short-greenblue-front-sw46517td.jpg?width=200
25534573,Fluffy Cable Knit Jumper,"This knit features longsleeves, fluffy cable knit material, ribbed detail and a crew neckline.",Knitwear,Knitwear Longsleeve,Knitwear Longsleeve,WINTER 2020,PISTACHIO,S,https://www.glassons.com/content/products/franklin-fluffy-cable-knit-pistachio-front-kl47505knt.jpg?width=200
25495379,Floral Mesh Tank,"This top features a floral print, sheer mesh fabric and cropped length.",Knit Tops,Tops Sleeveless,Tops Sleeveless,WINTER 2020,FUCHSIA DAISY,S,https://www.glassons.com/content/products/mario-mesh-top-fuchsia-daisy-front-tv46955fud.jpg?width=200
25535976,Ruched Mesh Tank Dress,"This dress features a sleeveless slim-fit, with ruched side detailing, mesh material and a round neckline.",Dresses,Dresses Short,Dresses Short,WINTER 2020,EDAMAME,XS,https://www.glassons.com/content/products/mimi-mesh-mini-dress-edamame-front-ds45840mes.jpg?width=200
25629156,Motor Crew Neck Tee,"Your go-to basic tee & wardrobe essential! Featuring a graphic print, cotton blend material, crew neckline and a full length, perfect to tuck into your favourite pair of high-waist jeans or shorts.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,SUMMER 2021,ROLLIN WITH IT,XL,https://www.glassons.com/content/products/paxton-printed-tee-rollin-with-it-front-ts38903rwi.jpg?width=200
25585766,Linen Blend Drop Shoulder Shirt,"This linen blend full-length shirt features button front fastening, 3/4 open sleeves and drop shoulder detail.",Blouses,Blouse Shortsleeve,Blouse Shortsleeve,WINTER 2020,WHITE,10,https://www.glassons.com/content/products/bella-boxy-drop-shoulder-shirt-mr-sandmanmilk-front-bs46374ffp.jpg?width=200
25523140,Tie Front Muslin Short,"These shorts feature a relaxed fit, tie front, pockets and 100% cotton muslin material.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2020,WHITE,6,https://www.glassons.com/content/products/co-mimi-muslin-tie-waist-short-edamame-front-sw46520mus.jpg?width=200
25541076,Seamless Unitard,This unitard features a seamless ribbed bodycon material and spaghetti straps.,Dresses,Play Suits,Play Suits,SUMMER 2020,BLACK,XS/S,https://www.glassons.com/content/products/umi-seamless-unitard-black-front-sw47441sml.jpg?width=200
25499131,Cropped Wrap Blouse,"This top features a cropped length, wrap around tie front detail and mini geo printed material.",Blouses,Blouse Shortsleeve,Blouse Shortsleeve,WINTER 2020,MINI PASTEL GEO,6,https://www.glassons.com/content/products/wylee-wrap-blouse-mini-pastel-geo-front-bs46907mpg.jpg?width=200
25526424,Seamless Bike Short,Our bike shorts feature a seamless ribbed material with an elasticated waistband.,Shorts,Shorts Woven,Shorts Woven,WINTER 2020,BLACK,S,https://www.glassons.com/content/products/snoop-seamless-bike-short-black-front-sw47092sea.jpg?width=200
25514377,Cross Back Cowl Neck Cami,"This cami features a cropped length, cowl neckline, cross-back detail and silky satin material.",Blouses,Blouse Sleeveless,Blouse Sleeveless,SUMMER 2021,BLACK,8,https://www.glassons.com/content/products/cooper-cross-back-cowl-cami-milk-front-bv46843sat.jpg?width=200
25509656,Ribbed Polo Tee,"This top features a polo style collar, ribbed material, button through detail and multi-coloured print material.",Knitwear,Knitwear Cardigans,Knitwear Cardigans,WINTER 2020,PRINCESS PEACH/FUCHSIA,S,https://www.glassons.com/content/products/bibby-button-knit-just-marriedfeeling-front-kc47277knt.jpg?width=200
25575576,Contrast Stitch Ribbed Tee,"This top features a scoop neckline, mini ribbed material and exposed contrast stitch detail.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,SUMMER 2020,PINK POSEY/SUGAR RUSH,S,https://www.glassons.com/content/products/sooji-stitch-rib-top-pink-poseysugar-rush-front-ts47451cot.jpg?width=200
25564891,High Rise Basic Cotton Legging,"Full length, high rise easy fit leggings in a cotton blend. Wear them round the house or layer them up with a tunic dress and boots!",Pants,Pants Casual,Pants Casual,WINTER 2020,BLACK,12,https://www.glassons.com/content/products/tayla-full-length-legging-black-front-pw1083ce.jpg?width=200
25547399,Cropped Peg Leg Jean,"These jeans feature a high-rise fit, peg leg style with a cropped length, tapered hemline and frayed edge. Inside leg length = 67cm.",Pants,Jeans Denim,Jeans Denim,SUMMER 2020,WASHED BLACK,6,https://www.glassons.com/content/products/ally-peg-leg-jean-venice-worn-wash-front-jd46462dnm.jpg?width=200
25545630,Panel Peg Leg Jean,"These jeans feature a peg leg style with a cropped length, tapered hemline, panelled detail and frayed edge. Inside length is 70 cm.",Pants,Jeans Denim,Jeans Denim,SUMMER 2020,VENICE PANEL,10,https://www.glassons.com/content/products/ally-peg-leg-jean-venice-panel-front-jd46462pan.jpg?width=200
25592030,Chunky Ring Pack,A 2 pack of chunky rings with a gold finish.,Accessories,Jewellery,Jewellery,NULL,GOLD,XS/S,https://www.glassons.com/content/products/chunky-ring-pack-gold-front-je47748rng.jpg?width=200
25533989,Seamless V-Scoop Top,"Featuring a longsleeve style with ribbed seamless material, a low neckline and back.",Knit Tops,Tops Longsleeve,Tops Longsleeve,WINTER 2020,FAIRY FLOSS/WHITE,XS/S,https://www.glassons.com/content/products/richy-ribbed-double-v-fairy-flosswhite-front-tl44688stp.jpg?width=200
25468342,Raw Edge Drawstring Sweat Short,"These sweat shorts feature a relaxed fit, an elasticated waistband with a drawstring and raw edge hem detail.",Shorts,Shorts Woven,Shorts Woven,WINTER 2020,GREY MARLE,S,https://www.glassons.com/content/products/co-covie-jersey-short-american-cheese-front-sw46517cot.jpg?width=200
25592313,Low Back Ruched Dress,"This mini dress features a square neckline, low back, spaghetti straps and ruched detail. The cocktail dress you need!",Dresses,Dresses Short,Dresses Short,WINTER 2020,BLACK,M,https://www.glassons.com/content/products/basil-ruched-dress-bleu-berry-front-ds47601pol.jpg?width=200
25510836,Pintuck Flare Pant,"These tailored pants feature a high-rise fit, flared leg with pintuck detail and side zip fastening.",Pants,Pants Woven,Pants Woven,SUMMER 2021,BLACK,10,https://www.glassons.com/content/products/pascale-pintuck-flare-pant-just-married-front-pw46801pln.jpg?width=200
25533507,Polo Knit Dress,"A longsleeve polo style knit dress with a collar, ribbed detailing and a relaxed fit.

This product is made from transforming recycled plastic bottles into an amazing fibre and helps divert plastics from going to landfill. Our Recycled Polyester is REPREVE certified.",Dresses,Dresses Knitwear,Dresses Knitwear,WINTER 2020,BLACK,S,https://www.glassons.com/content/products/r-kaycee-collared-knit-dress-grape-job-front-kd47486rcot.jpg?width=200
25528596,Square Toe Thong Heel,"This slip on heel feature a kitten heel, open square toe, a thick thong-style strap and 100% faux leather.",Accessories,Shoes,Heels,SUMMER 2020,BLACK,9,https://www.glassons.com/content/products/johnny-thong-heel-black-front-sh47111pu.jpg?width=200
25522259,Denim Bucket Hat,This bucket hat features a wide brim and coloured denim material.,Accessories,Hats,Hats,SUMMER 2021,JUST MARRIED,OS,https://www.glassons.com/content/products/denim-bucket-hat-just-married-front-ha45362twl.jpg?width=200
25522280,Denim Bucket Hat,This bucket hat features a wide brim and denim material.,Accessories,Hats,Hats,NULL,CHEVY BLUE WASH,OS,https://www.glassons.com/content/products/denim-bucket-hat-chevy-blue-wash-front-ha45362dnm.jpg?width=200
25514735,Scoop Corset Tee,"This top features a cropped length, scooped hemline, button through detail and ribbed material.",Knit Tops,Tops Cardigan,Tops Cardigan,SUMMER 2021,BLACK,S,https://www.glassons.com/content/products/blinky-button-scooped-ss-black-front-tc47308cot.jpg?width=200
25541823,High Rise 3/4 Basic Legging,"Stretchy easy fit leggings in a 3/4 length with a high-waist fit. Lounge or gym, these have got you covered!",Pants,Pants Casual,Pants Casual,WINTER 2020,BLACK,8,https://www.glassons.com/content/products/elly-34-legging-black-front-pw1001ce.jpg?width=200
25515206,Runner Sweat Short,"These shorts feature a drawstring waistband, contrast piping and mini length.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2021,BLACK/WHITE TIP,XS,https://www.glassons.com/content/products/jackie-jersey-short-blackwhite-tip-front-sw46448flc.jpg?width=200
25467642,Ribbed Polo Tee,This tee features a polo style collar with button detailing and wide ribbed material.,Knit Tops,Tops Shortsleeve,Tops Shortsleeve,WINTER 2020,WHITE,S,https://www.glassons.com/content/products/connie-collar-top-white-front-ts46794rib.jpg?width=200
25513066,Pintuck Sweat Pant,"These sweat pants feature a relaxed fit, elasticated waistband with a drawstring and pintuck detailing.",Pants,Pants Casual,Pants Casual,SUMMER 2020,MILK,12,https://www.glassons.com/content/products/petra-pintuck-sweat-pant-grey-marle-front-pw46970pln.jpg?width=200
25495744,Ruched Rib Crop Top,"This crop top features a cropped length, V neckline, ruched front detail and ribbed material.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,WINTER 2020,FAIRY FLOSS,L,https://www.glassons.com/content/products/raven-ruched-crop-top-black-front-ts47001rib.jpg?width=200
25559866,Two Tone Knit Tee,This cropped tee features a two-tone rib knit material and crew neckline.,Knitwear,Knitwear Shortsleeve,Knitwear Shortsleeve,WINTER 2020,DIRTY MARTINI/MILK,M,https://www.glassons.com/content/products/keke-two-tone-knit-dirty-martinimilk-front-ks47082knt.jpg?width=200
25507942,Floral High Cut Bikini Bottom,"Featuring a high-rise, moderate back coverage and a floral print.",Swim,Swim Bottoms,Swim Bottoms,SUMMER 2021,POSIE SHIMMER,8,https://www.glassons.com/content/products/tiffany-high-waist-brief-posie-shimmer-front-ga47100pos.jpg?width=200
25545692,Tie Front Balconette Bikini Top,"This balconette style bikini top features a floral print, tie front and gathered detail. This bikini also has underwire support and a back clasp fastening.",Swim,Swim Tops,Swim Tops,SUMMER 2021,POSIE SHIMMER,8,https://www.glassons.com/content/products/tilly-tie-front-balconette-posie-shimmer-front-ga43018pos.jpg?width=200
25507379,Floral High Cut Bikini Bottom,This high cut bikini bottom features a floral print and low front dip.,Swim,Swim Bottoms,Swim Bottoms,SUMMER 2021,POSIE SHIMMER,10,https://www.glassons.com/content/products/ryder-high-cut-brief-posie-shimmer-front-ga45709pos.jpg?width=200
25508413,Textured Cut Out Bikini Top,"This bikini features a textured ribbed fabric, cut out detail with an underwire and back clasp fastening.",Swim,Swim Tops,Swim Tops,SUMMER 2021,WHITE,10,https://www.glassons.com/content/products/celine-cutout-bikini-top-white-front-ga45957tws.jpg?width=200
25508697,Textured Cheeky Bikini Bottom,This high waist bikini bottom features cheeky back coverage and a textured rib material.,Swim,Swim Bottoms,Swim Bottoms,SUMMER 2021,WHITE,10,https://www.glassons.com/content/products/rosa-cheeky-brief-white-front-ga45711tws.jpg?width=200
25512793,Cropped Button Up Tee,"This short sleeve top features a round neckline, button through detail and recycled ribbed material. 
 
We love our super soft recycled polyester as it is made out of recycled clear plastic water bottles and is a sustainable alternative to virgin polyester as it prevents plastic from going to landfill. The production of recycled polyester uses 30-50% less energy and about 90% less water than production of virgin polyester.",Knitwear,Knitwear Cardigans,Knitwear Cardigans,WINTER 2020,BLACK,S,https://www.glassons.com/content/products/r-co-timmy-crop-cardi-black-front-kc46763rknt.jpg?width=200
25499445,Linen Blend Cross Back Top,"This top features a light floral print, cross back detail, puff sleeves and gathered bodice detailing.",Blouses,Blouse Shortsleeve,Blouse Shortsleeve,WINTER 2020,ABSTRACT DAISES,8,https://www.glassons.com/content/products/penny-puff-sleeve-lace-back-top-abstract-daises-front-bs46560abd.jpg?width=200
25492682,Linen Blend Shirred Animal Dress,"This dress features a linen blend fabric, animal print, shirred detail, a flounce hem and adjustable shoulder straps.",Dresses,Dresses Short,Dresses Short,WINTER 2020,ROUGH LEOPARD,6,https://www.glassons.com/content/products/fran-flounce-hem-dress-rough-leopard-front-ds46347rou.jpg?width=200
25480351,Linen Blend Tiered Midi Dress,"A mid-length dress with puffed sleeves, tiered ruffle detail, a V neckline and linen blend material.",Dresses,Dresses Long,Dresses Long,WINTER 2020,BLACK,8,https://www.glassons.com/content/products/tippy-tiered-dress-black-front-dl46197lv.jpg?width=200
25499209,Floral Satin Wrap Blouse,"This top features a cropped length, wrap around tie front detail and satin floral material.",Blouses,Blouse Shortsleeve,Blouse Shortsleeve,WINTER 2020,SPRING BLOOMS,8,https://www.glassons.com/content/products/wylee-wrap-blouse-spring-blooms-front-bs46907spb.jpg?width=200
25507454,Shimmer High Cut Bikini Bottom,"Featuring a high rise, low front dip and moderate back coverage.",Swim,Swim Bottoms,Swim Bottoms,SUMMER 2021,DUCKEGG,12,https://www.glassons.com/content/products/ryder-high-cut-brief-duckegg-front-ga45709shm.jpg?width=200
25506501,Shimmer Ruched Side Bandeau Bikini Top,"This bandeau style bikini top features ruched side detail, spaghetti straps with back ties.",Swim,Swim Tops,Swim Tops,SUMMER 2021,DUCKEGG,8,https://www.glassons.com/content/products/sisi-side-ruched-bikini-top-duckegg-front-ga45985shm.jpg?width=200
25487824,Muslin Wide Leg Pant,"These pants feature a wide leg, elasticated high-waist with cuffed hem detail and 100% cotton muslin material.",Pants,Pants Woven,Pants Woven,SUMMER 2020,WHITE,10,https://www.glassons.com/content/products/co-alfresco-wide-leg-pant-white-front-pw47077cot.jpg?width=200
25528398,Longsleeve Ribbed Polo Top,"Featuring longsleeves, rib knit material with a polo style V neckline and collar.",Knit Tops,Tops Longsleeve,Tops Longsleeve,WINTER 2020,MILK/FEELING BLUE,S,https://www.glassons.com/content/products/sossie-polo-longsleeve-milkfeeling-blue-front-tl47055stp.jpg?width=200
25506716,Scoop Bikini Top,"Featuring a scoop neckline, wide straps with a back clasp and adjustable shoulder straps.",Swim,Swim Tops,Swim Tops,SUMMER 2021,BOLD BLUE,10,https://www.glassons.com/content/products/waven-scoop-bikini-top-bold-blue-front-ga45960pln.jpg?width=200
25507522,High Waist Cheeky Bikini Bottom,High waist bikini bottom featuring cheeky back coverage.,Swim,Swim Bottoms,Swim Bottoms,SUMMER 2021,BOLD BLUE,12,https://www.glassons.com/content/products/tiffany-high-waist-brief-black-front-ga47100pln.jpg?width=200
25527308,Large Print Scrunchie,This scrunchie was made from fabric off-cuts!,Accessories,Hair Accessories,Hair Accessories,SUMMER 2020,TROPICALE,OS,https://www.glassons.com/content/products/large-scrunchie-posie-shimmer-front-ha45658swm.jpg?width=200
25494853,Longline Corset Lace Bralette,"This corset style bralette features a longline length, lace detailing and adjustable shoulder straps. Please note: This bralette is not padded.",Loungewear,Underwear,Underwear Tops,WINTER 2020,BLACK,8,https://www.glassons.com/content/products/anton-asymmetric-bralette-black-front-ut46677lac.jpg?width=200
25505931,Floral Tie Side Bikini Bottom,Featuring a floral print with thin side straps with ties and moderate back coverage.,Swim,Swim Bottoms,Swim Bottoms,SUMMER 2021,TROPICALE,8,https://www.glassons.com/content/products/tali-tie-side-brief-tropicale-front-ga44814tro.jpg?width=200
25529838,Longsleeve Ribbed Polo Top,"This top features a cropped length, long sleeves, a polo style collar and ribbed material.",Knit Tops,Tops Longsleeve,Tops Longsleeve,WINTER 2020,HORCHATA,L,https://www.glassons.com/content/products/sossie-polo-longsleeve-horchata-front-tl47055pln.jpg?width=200
25591118,Check High Waist Skirt,"Featuring a high waist, slim-fit with a check print and side split detail.",Skirts,Skirts,Skirts Short,NULL,GINGHAM,10,https://www.glassons.com/content/products/monnie-high-waist-skirt-gingham-front-ss44294ghm.jpg?width=200
25525625,Straw Bucket Hat,This bucket hat features a wide brim and straw material.,Accessories,Hats,Hats,NULL,BLACK,OS,https://www.glassons.com/content/products/marbella-straw-bucket-hat-natural-front-ha46896pap.jpg?width=200
25481150,Denim Cargo Short,"These shorts feature a high waist fit, oversized cargo style pockets and side tab detailing.",Shorts,Shorts Woven,Shorts Denim,SUMMER 2021,PISTACHIO,6,https://www.glassons.com/content/products/joshie-90s-cargo-short-pistachio-front-sw44822col.jpg?width=200
25454956,Faux Leather Cropped Collar Jacket,"This jacket features 100% faux leather, a longline collar, pleated back detail and cropped length.",Outerwear,Jackets,Jackets,WINTER 2020,BLACK,10,https://www.glassons.com/content/products/parker-pu-cropped-jacket-black-front-jw46666pu.jpg?width=200
25537055,Oversized Check Shacket,"Somewhere between a shirt and jacket! This shacket features a check print, front pockets and black button through detail.",Outerwear,Jackets,Jackets,NULL,SAND/PEACH CHECK,M,https://www.glassons.com/content/products/shawty-shacket-sandpeach-check-front-jw42260sp.jpg?width=200
25577204,Satin Spot Slip Dress,This slip dress features a silky satin material and spot print and adjustable shoulder straps.,Dresses,Dresses Short,Dresses Short,WINTER 2020,HORCHATA/BLACK SPOT,12,https://www.glassons.com/content/products/kelsie-satin-slip-horchatablack-spot-front-ds46243hor.jpg?width=200
25500417,Linen Blend Spot Wrap Top,"This longsleeve wrap style top features a spot print, linen blend material and a wrap around tie.",Blouses,Blouse Longsleeve,Blouse Longsleeve,WINTER 2020,RISTRETTO SPOT,6,https://www.glassons.com/content/products/dory-dolman-sleeve-blouse-ristretto-spot-front-bl46342rsp.jpg?width=200
25478068,Faux Leather Mini Dress,"A strapless dress featuring 100% faux leather, panelled detailing and an exposed back zip with silver hardware.",Dresses,Dresses Short,Dresses Short,WINTER 2020,BLACK,10,https://www.glassons.com/content/products/margaux-mini-pu-dress-bleu-berry-front-ds46497pu.jpg?width=200
25493276,Puff Sleeve Tiered Dress,"This dress is made from 100% LENZING™ ECOVERO™ Viscose Rayon and features puff sleeves and tiered detailing. 

We love our Traceable Viscose Rayon. Our certified Viscose fibres are branded Eco-Vero and derived from renewable wood sources using an eco-responsible production process. Eco-Vero fibres have been certified one of the most sustainable viscose on the market. Eco-Vero Lenzing fibres are traceable back to FSC Forest stewardship council - sustainably managed forests.",Dresses,Dresses Short,Dresses Short,WINTER 2020,BLACK,12,https://www.glassons.com/content/products/t-bronte-babydoll-dress-black-front-ds46992tpln.jpg?width=200
25549645,High Rise Ribbed Pant,"These pants feature a high-rise fit, mini rib material and an elasticated waistband.",Pants,Pants Casual,Pants Casual,SUMMER 2020,BLACK,S,https://www.glassons.com/content/products/co-sloane-ribbed-pant-happy-noodle-front-pw47518knt.jpg?width=200
25535419,Cotton Button Side Playsuit,"This playsuite features side button fastening, oversized front pockets and 100% textured cotton fabric.",Dresses,Play Suits,Play Suits,SUMMER 2021,EDAMAME,M,https://www.glassons.com/content/products/kaia-button-side-playsuit-edamame-front-sw45967cot.jpg?width=200
25500387,Linen Blend Wrap Top,"This wrap style longsleeve top features a linen blend material, wrap around tie and V neckline.",Blouses,Blouse Longsleeve,Blouse Longsleeve,WINTER 2020,BLACK,12,https://www.glassons.com/content/products/dory-dolman-sleeve-blouse-black-front-bl46342lv.jpg?width=200
25519815,Woven Wide Brim Hat,"This hat features a wide brim, woven fabric and suede twine detailing.",Accessories,Hats,Hats,SUMMER 2021,BLACK/TAN,OS,https://www.glassons.com/content/products/palma-woven-rancher-blacktan-front-ha42044wov.jpg?width=200
25587203,Coin Pendant Layered Necklace,This layered necklace features multiple chains with pendant detail and gold hardware.,Accessories,Jewellery,Jewellery,NULL,GOLD,OS,https://www.glassons.com/content/products/coin-pendant-layered-necklace-gold-front-je47753nl.jpg?width=200
25560930,Cotton Mini Skirt,This mini skirt features a soft jersey 100% cotton material and elaticated waistband.,Skirts,Skirts,Skirts Short,SUMMER 2020,WHITE,XS,https://www.glassons.com/content/products/co-pierre-jersey-mini-skirt-white-front-ss46124pln.jpg?width=200
25499889,Short Sleeve Muslin Shirt,"This shirt features a relaxed fit, button up detail and 100% muslin cotton fabric.",Blouses,Blouse Shortsleeve,Blouse Shortsleeve,WINTER 2020,EDAMAME,12,https://www.glassons.com/content/products/co-mimi-muslin-shirt-tidal-foam-front-bs46642mus.jpg?width=200
25566062,Ruched Balconette Bikini Top,"This bikini top features a balconette style top with gathered bust detail, an underwire and adjustable shoulder straps with a back clasp.",Swim,Swim Tops,Swim Tops,SUMMER 2020,BLACK,8,https://www.glassons.com/content/products/res-ruched-balconette-top-black-front-ga47370pln.jpg?width=200
25538168,Pleated Tennis Skirt,"This tennis skirt features an elasticated waistband, pleated detail and shorts underneath.",Skirts,Skirts,Skirts Short,SUMMER 2021,MILK,6,https://www.glassons.com/content/products/serena-tennis-skirt-mint-to-be-front-ss47335pln.jpg?width=200
25584615,Cotton Polo Tee,"This top features a cropped length, polo style collar detail, 100% soft jersey cotton material and button front fastening.",Knit Tops,Tops Shortsleeve,Tops Shortsleeve,WINTER 2020,WHITE,XS,https://www.glassons.com/content/products/co-pierre-pique-polo-top-white-front-ts46123pln.jpg?width=200
25530711,Low Rise Ripped Skater Jean,"These jeans feature a relaxed low rise fit with a straight leg, front and back pockets and ripped abrasion detail. Inside leg length = 76.5cm.",Pants,Jeans Denim,Jeans Denim,SUMMER 2020,VENICE WORN WASH,6,https://www.glassons.com/content/products/devon-low-slung-skater-venice-worn-wash-front-jd47101dnm.jpg?width=200
25553895,Diamante Animal Cowl Crop Top,"Featuring a satin fabric, cowl neckline, diamante straps, animal print with a tie back and cropped fit.",Blouses,Blouse Sleeveless,Blouse Sleeveless,WINTER 2020,TIGER FEVER,8,https://www.glassons.com/content/products/stella-diamante-trim-scarf-top-tiger-fever-front-bv46117tig.jpg?width=200
25541120,Seamless Longsleeve Unitard,A longsleeve unitard style playsuite with ribbing and a scoop neckline.,Dresses,Play Suits,Play Suits,WINTER 2020,BLACK,M/L,https://www.glassons.com/content/products/kitty-seamles-knit-playsuit-black-front-sw47412sea.jpg?width=200
25539042,Mesh Lace Mini Dress,"This dress features longsleeves, mesh material with lace detailing and a sweetheart cut neckline.",Dresses,Dresses Short,Dresses Short,WINTER 2020,BLACK,M,https://www.glassons.com/content/products/merlot-mesh-mini-dress-black-front-ds47270mes.jpg?width=200
25513721,Cropped Cord Shacket,"This cropped shirt features front pockets, tort front fastening button detail, a collar and corduroy material.",Blouses,Blouse Longsleeve,Blouse Longsleeve,WINTER 2020,SET IN STONE,8,https://www.glassons.com/content/products/co-betty-cord-shirt-just-married-front-bl46650cor.jpg?width=200
25531503,Paperbag Cord Short,"These shorts feature a relaxed fit, paperbag waist with tie detail and corduroy material.",Shorts,Shorts Woven,Shorts Woven,SUMMER 2020,SET IN STONE,6,https://www.glassons.com/content/products/co-betty-paperbag-short-set-in-stone-front-sw45656crd.jpg?width=200
